input_text,target_text
"""医生通知近期安排了检查，后天检查，记得提前做好准备。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""2"",""term"":""none""}']"
"""因家中突发状况需处理，上个月第二个星期星期二请假。""","['{""month"":""-1"",""week"":""2"",""weekday"":""2"",""day"":""none"",""term"":""none""}']"
"""公司近期事务繁杂，为统筹安排，前天开会商讨各项工作推进事宜。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-2"",""term"":""none""}']"
"""领导通知，此次项目资料要严格审查，明天检查。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""1"",""term"":""none""}']"
"""因家中突发状况，需在学校上学期的最后一周请假。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""项目推进遇难题，为协调进度和方案，本月第一个星期周三开会。""","['{""month"":""0"",""week"":""1"",""weekday"":""3"",""day"":""none"",""term"":""none""}']"
"""领导召集各部门，昨天开会商议近期工作安排和重点项目推进。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-1"",""term"":""none""}']"
"""因家中突发状况需处理，上个月第三个星期星期三请假。""","['{""month"":""-1"",""week"":""3"",""weekday"":""3"",""day"":""none"",""term"":""none""}']"
"""因家中突发状况需处理，下学期的最后一周请假。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""因家中有事需处理，特提出下个月第三个星期星期一请假。""","['{""month"":""1"",""week"":""3"",""weekday"":""1"",""day"":""none"",""term"":""none""}']"
"""因身体不适预约了检查，上个月第三个星期星期一检查，结果还未出。""","['{""month"":""-1"",""week"":""3"",""weekday"":""1"",""day"":""none"",""term"":""none""}']"
"""医生建议定期体检，上个月第一个星期星期一检查，结果还未拿到。""","['{""month"":""-1"",""week"":""1"",""weekday"":""1"",""day"":""none"",""term"":""none""}']"
"""公司安排设备维护工作，本月第一个星期周日检查，各部门提前做好准备。""","['{""month"":""0"",""week"":""1"",""weekday"":""7"",""day"":""none"",""term"":""none""}']"
"""同学很是紧张，毕竟明天考试，希望能取得好成绩。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""1"",""term"":""none""}']"
"""近期学习状态还不错，信心满满，可明天考试仍需再冲刺复习。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""1"",""term"":""none""}']"
"""为确保工作合规，相关部门将在本月第二个星期周天对各区域进行检查。""","['{""month"":""0"",""week"":""2"",""weekday"":""7"",""day"":""none"",""term"":""none""}']"
"""公司近期业务调整，为部署新计划，上个月第一周周天开会。""","['{""month"":""-1"",""week"":""1"",""weekday"":""7"",""day"":""none"",""term"":""none""}']"
"""在校园学习日程里，以往常常是周一安排上课。上个月第一个星期周一上课。""","['{""month"":""-1"",""week"":""1"",""weekday"":""1"",""day"":""none"",""term"":""none""}']"
"""身体有些不适去医院，前天检查，结果还未出来，心里有些忐忑。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-2"",""term"":""none""}']"
"""学校教学安排下，迎来本学期的第一周上课，大家都很有干劲。""","['{""month"":""none"",""week"":""1"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""为了检验学习成果，我们参加了考试，其中包括前天那场。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-2"",""term"":""none""}']"
"""项目推进遇问题需协商，下个月第三个星期星期四开会探讨解决办法。""","['{""month"":""1"",""week"":""3"",""weekday"":""4"",""day"":""none"",""term"":""none""}']"
"""单位组织健康排查，安排上个月第二周周日检查，大家需按时前往。""","['{""month"":""-1"",""week"":""2"",""weekday"":""7"",""day"":""none"",""term"":""none""}']"
"""因个人特殊情况，希望在本学期的最后一周请假。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""因家中有事需处理，本月第一周星期四请假，望领导批准。""","['{""month"":""0"",""week"":""1"",""weekday"":""4"",""day"":""none"",""term"":""none""}']"
"""因家中突发状况，前天请假，后续工作我会尽快补上。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-2"",""term"":""none""}']"
"""在紧张备考多日后，今天考试，希望能取得理想成绩。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""因个人事务需处理，下学期的第5周请假。""","['{""month"":""none"",""week"":""5"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""学校教学安排紧凑，本学期的最后一周考试，大家需全力备考。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""同学们都很紧张，准备充分迎接挑战，今天考试。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""在忙碌的学习生活中，今天上课的内容或许会带来新的启发。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""学校安排课程进度后，上个月第一个星期周四考试，同学们都认真应对。""","['{""month"":""-1"",""week"":""1"",""weekday"":""4"",""day"":""none"",""term"":""none""}']"
"""因家中有事需处理，下个月第二个星期周一请假。""","['{""month"":""1"",""week"":""2"",""weekday"":""1"",""day"":""none"",""term"":""none""}']"
"""公司安排了项目进度审查，上个月第一个星期周天检查，确保各项工作按计划推进。""","['{""month"":""-1"",""week"":""1"",""weekday"":""7"",""day"":""none"",""term"":""none""}']"
"""同学们都在紧张备考，我也做好了准备，今天考试。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""学校教学安排紧凑，为检验学习成果，本学期的第十三周考试。""","['{""month"":""none"",""week"":""13"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""公司近期事务繁多，前天开会就各项工作安排与进度展开了讨论。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-2"",""term"":""none""}']"
"""学校教学安排里，本学期的第十周上课，同学们要做好学习准备。""","['{""month"":""none"",""week"":""10"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""公司安排项目进度，今天检查各部门工作成果完成情况。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""公司近期工作安排有调整，本月第一个星期星期五开会商讨相关事宜。""","['{""month"":""0"",""week"":""1"",""weekday"":""5"",""day"":""none"",""term"":""none""}']"
"""学校组织教学成果验收，本学期的最后一周检查工作即将开展。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""在某所学校的课程安排里，上学期的第12周上课。""","['{""month"":""none"",""week"":""12"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""学校组织教学成果相关内容，安排在本学期的第十周检查。""","['{""month"":""none"",""week"":""10"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""因家中突发状况，需处理紧急事务，上个月第一周星期六请假。""","['{""month"":""-1"",""week"":""1"",""weekday"":""6"",""day"":""none"",""term"":""none""}']"
"""课程安排有调整，原本常规安排下，本月第三周周三上课。""","['{""month"":""0"",""week"":""3"",""weekday"":""3"",""day"":""none"",""term"":""none""}']"
"""领导安排工作进度汇报事宜，后天开会。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""2"",""term"":""none""}']"
"""同学告知我，他状态不错，有信心考好，今天考试。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""公司安排了相关工作检查，本月第二个星期星期三检查各部门项目进度。""","['{""month"":""0"",""week"":""2"",""weekday"":""3"",""day"":""none"",""term"":""none""}']"
"""学校课程安排里，本学期的第8周上课，同学们需提前做好准备。""","['{""month"":""none"",""week"":""8"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""公司通知各部门，下个月第三周周三检查，大家提前做好准备。""","['{""month"":""1"",""week"":""3"",""weekday"":""3"",""day"":""none"",""term"":""none""}']"
"""近期学校安排了重要测试，下个月第一个星期周五考试，大家需提前做好准备。""","['{""month"":""1"",""week"":""1"",""weekday"":""5"",""day"":""none"",""term"":""none""}']"
"""因家中突发状况需处理，上学期的第十四周请假。""","['{""month"":""none"",""week"":""14"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""因个人事务需处理，上学期的第12周请假。""","['{""month"":""none"",""week"":""12"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""公司安排重要事务沟通，前天开会，大家各抒己见探讨工作方案。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-2"",""term"":""none""}']"
"""因家中有事需处理，故下个月第一周星期四请假，望批准。""","['{""month"":""1"",""week"":""1"",""weekday"":""4"",""day"":""none"",""term"":""none""}']"
"""领导安排近期工作，告知团队下个月第二个星期星期一检查相关事务。""","['{""month"":""1"",""week"":""2"",""weekday"":""1"",""day"":""none"",""term"":""none""}']"
"""在校园里的学习日常中，前天上课的场景仍历历在目。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-2"",""term"":""none""}']"
"""因工作安排需进行相关情况确认，上个月第一周周四检查。""","['{""month"":""-1"",""week"":""1"",""weekday"":""4"",""day"":""none"",""term"":""none""}']"
"""学校教学工作安排有序，下学期的第15周开会，讨论教学相关事宜。""","['{""month"":""none"",""week"":""15"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""根据课程安排，在符合规定的学期里，下个月第二周周四上课。""","['{""month"":""1"",""week"":""2"",""weekday"":""4"",""day"":""none"",""term"":""none""}']"
"""在校园里，同学们积极准备知识，昨天上课氛围十分活跃。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-1"",""term"":""none""}']"
"""因家中突发状况需处理，下学期的最后一周请假。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""在学校的学习生活里，前天上课的情景仍在脑海浮现。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-2"",""term"":""none""}']"
"""为了了解身体状况，上个月第二周星期二检查，看各项指标是否正常。""","['{""month"":""-1"",""week"":""2"",""weekday"":""2"",""day"":""none"",""term"":""none""}']"
"""学校计划开展重要工作部署，下学期的第一周开会。""","['{""month"":""none"",""week"":""1"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""公司安排了重要工作项目，下个月第二个星期周天检查各部门完成情况。""","['{""month"":""1"",""week"":""2"",""weekday"":""7"",""day"":""none"",""term"":""none""}']"
"""公司业务推进需沟通，下个月第三个星期星期四开会商讨相关事宜。""","['{""month"":""1"",""week"":""3"",""weekday"":""4"",""day"":""none"",""term"":""none""}']"
"""在课程进度安排下，上学期的第七周考试，同学们需提前做好准备。""","['{""month"":""none"",""week"":""7"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""学校安排了考试，原本计划是本月第一周星期一考。""","['{""month"":""0"",""week"":""1"",""weekday"":""1"",""day"":""none"",""term"":""none""}']"
